timestamp,node_id,loss,perplexity
2026-07-28 05:51:08,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2395,9.388636
2026-07-28 05:51:12,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,15,0.0,0.0,90.0
2026-07-28 06:01:10,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2395,9.388636
2026-07-28 06:01:13,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,16,0.0,0.0,90.0
2026-07-28 06:21:09,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2395,9.388636
2026-07-28 06:21:12,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,17,0.0,0.0,90.0
2026-07-28 06:23:24,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.2153,9.164158
2026-07-28 06:23:28,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,1,0.0,0.0,90.0
2026-07-28 06:31:12,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.2392,9.38582
2026-07-28 06:31:15,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2392,9.38582
2026-07-28 06:31:15,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2,0.0,0.0,90.0
2026-07-28 06:31:18,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,18,0.0,0.0,90.0
2026-07-28 06:41:11,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.2391,9.384881
2026-07-28 06:41:15,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,3,0.0,0.0,90.0
2026-07-28 06:41:15,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2391,9.384881
2026-07-28 06:41:18,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,19,0.0,0.0,90.0
2026-07-28 06:51:09,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.2394,9.387697
2026-07-28 06:51:12,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,4,0.0,0.0,90.0
2026-07-28 06:51:15,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2394,9.387697
2026-07-28 06:51:18,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,20,0.0,0.0,90.0
2026-07-28 07:01:13,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.2396,9.389575
2026-07-28 07:01:15,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,2.2396,9.389575
2026-07-28 07:01:16,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,5,0.0,0.0,90.0
2026-07-28 07:01:18,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,21,0.0,0.0,90.0
2026-07-28 08:51:16,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.65,14.154039
2026-07-28 08:51:19,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,6,0.0,0.0,90.0
2026-07-28 09:01:16,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,2.6493,14.144134
2026-07-28 09:01:19,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,7,0.0,0.0,90.0
2026-07-28 09:11:17,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,8,0.0,0.0,90.0
2026-07-28 09:11:29,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,22,0.0,0.0,90.0
2026-07-28 09:21:16,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,9,0.0,0.0,90.0
2026-07-28 09:21:25,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,23,0.0,0.0,90.0
2026-07-28 09:31:17,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,10,0.0,0.0,90.0
2026-07-28 09:31:27,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,24,0.0,0.0,90.0
2026-07-28 09:41:14,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,11,0.0,0.0,90.0
2026-07-28 09:41:22,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,25,0.0,0.0,90.0
2026-07-28 09:51:14,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,12,0.0,0.0,90.0
2026-07-28 09:51:22,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,26,0.0,0.0,90.0
2026-07-28 10:01:14,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,13,0.0,0.0,90.0
2026-07-28 10:01:22,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,27,0.0,0.0,90.0
2026-07-28 10:11:14,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,14,0.0,0.0,90.0
2026-07-28 10:11:21,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,28,0.0,0.0,90.0
2026-07-28 10:21:15,iiitd11cu0naudpdufaklwyhxpxuxstmzng5qsr8pwete,15,0.0,0.0,90.0
2026-07-28 10:21:23,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,29,0.0,0.0,90.0
2026-07-29 04:51:18,iiitd11j3rru7wj576h92w37mpmjgtrc9y2vdyt3wkv6f,30,0.0,0.0,90.0
2026-07-29 05:13:28,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.1403,8.501988
2026-07-29 05:13:32,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,1,0.0,0.0,90.0
2026-07-29 05:21:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.1324,8.435087
2026-07-29 05:21:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2,0.0,0.0,90.0
2026-07-29 05:31:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0858,8.05103
2026-07-29 05:31:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,3,0.0,0.0,90.0
2026-07-29 05:41:20,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.1,8.16617
2026-07-29 05:41:23,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,4,0.0,0.0,90.0
2026-07-29 05:51:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0651,7.886086
2026-07-29 05:51:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,5,0.0,0.0,90.0
2026-07-29 06:01:16,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0478,7.750831
2026-07-29 06:01:20,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,6,0.0,0.0,90.0
2026-07-29 06:11:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,1.9548,7.062506
2026-07-29 06:11:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,7,0.0,0.0,90.0
2026-07-29 06:21:17,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0424,7.709089
2026-07-29 06:21:20,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,8,0.0,0.0,90.0
2026-07-29 06:31:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0376,7.672174
2026-07-29 06:31:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,9,0.0,0.0,90.0
2026-07-29 06:41:17,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0467,7.742309
2026-07-29 06:41:21,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,10,0.0,0.0,90.0
2026-07-29 06:51:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.0559,7.813867
2026-07-29 06:51:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,11,0.0,0.0,90.0
2026-07-29 07:01:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.1231,8.357004
2026-07-29 07:01:19,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,12,0.0,0.0,90.0
2026-07-29 07:11:14,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,2.1753,8.804826
2026-07-29 07:11:17,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,13,0.0,0.0,90.0
2026-07-29 07:21:15,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,1.9846,7.276136
2026-07-29 07:21:18,iiitd11h6g9v6lge43quyunap5xw4w73h3t9ukzwmj3yg,14,0.0,0.0,90.0
